AÑO;MES;NÚMERO ESTADO;NOMBRE ESTADO;NÚMERO MUNICIPIO;NOMBRE MUNICIPIO;NÚMERO DIVISIÓN;NOMBRE DIVISIÓN;TARIFA;FIJO;VARIABLE
2022;ENERO;1;AGUASCALIENTES;1;AGUASCALIENTES;3;Bajío;PDBT;27.78;3.605
2022;ENERO;1;AGUASCALIENTES;2;ASIENTOS;3;Bajío;PDBT;27.78;3.605
2022;ENERO;1;AGUASCALIENTES;3;CALVILLO;3;Bajío;PDBT;27.78;3.605
2022;ENERO;1;AGUASCALIENTES;4;COSIO;3;Bajío;PDBT;27.78;3.605
2022;ENERO;1;AGUASCALIENTES;5;EL LLANO;3;Bajío;PDBT;27.78;3.605
2022;ENERO;1;AGUASCALIENTES;6;JESUS MARIA;3;Bajío;PDBT;27.78;3.605
2022;ENERO;1;AGUASCALIENTES;7;PABELLON DE ARTEAGA;3;Bajío;PDBT;27.78;3.605
2022;ENERO;1;AGUASCALIENTES;8;RINCON DE ROMOS;3;Bajío;PDBT;27.78;3.605
2022;ENERO;1;AGUASCALIENTES;9;SAN FRANCISCO DE LOS ROMO;3;Bajío;PDBT;27.78;3.605
2022;ENERO;1;AGUASCALIENTES;10;SAN JOSE DE GRACIA;3;Bajío;PDBT;27.78;3.605
2022;ENERO;1;AGUASCALIENTES;11;TEPEZALA;3;Bajío;PDBT;27.78;3.605
2022;ENERO;2;BAJA CALIFORNIA;12;ENSENADA;1;Baja California;PDBT;53.58;2.388
2022;ENERO;2;BAJA CALIFORNIA;13;MEXICALI;1;Baja California;PDBT;53.58;2.388
2022;ENERO;2;BAJA CALIFORNIA;14;PLAYAS DE ROSARITO;1;Baja California;PDBT;53.58;2.388
2022;ENERO;2;BAJA CALIFORNIA;15;TECATE;1;Baja California;PDBT;53.58;2.388
2022;ENERO;2;BAJA CALIFORNIA;16;TIJUANA;1;Baja California;PDBT;53.58;2.388
2022;ENERO;3;BAJA CALIFORNIA SUR;17;COMONDU;2;Baja California;PDBT;53.58;3.637
2022;ENERO;3;BAJA CALIFORNIA SUR;18;LA PAZ;2;Baja California;PDBT;53.58;3.637
2022;ENERO;3;BAJA CALIFORNIA SUR;19;LORETO;2;Baja California;PDBT;53.58;3.637
2022;ENERO;3;BAJA CALIFORNIA SUR;20;LOS CABOS;2;Baja California;PDBT;53.58;3.637
2022;ENERO;3;BAJA CALIFORNIA SUR;21;MULEGE;2;Baja California;PDBT;53.58;3.637
2022;ENERO;4;CAMPECHE;22;CALAKMUL;22;Peninsular;PDBT;41.06;3.757
2022;ENERO;4;CAMPECHE;23;CALKINI;22;Peninsular;PDBT;41.06;3.757
2022;ENERO;4;CAMPECHE;24;CAMPECHE;22;Peninsular;PDBT;41.06;3.757
2022;ENERO;4;CAMPECHE;25;CANDELARIA;22;Peninsular;PDBT;41.06;3.757
2022;ENERO;4;CAMPECHE;26;CARMEN;22;Peninsular;PDBT;41.06;3.757
2022;ENERO;4;CAMPECHE;27;CHAMPOTON;22;Peninsular;PDBT;41.06;3.757
2022;ENERO;4;CAMPECHE;28;ESCARCEGA;22;Peninsular;PDBT;41.06;3.757
2022;ENERO;4;CAMPECHE;29;HECELCHAKAN;22;Peninsular;PDBT;41.06;3.757
2022;ENERO;4;CAMPECHE;30;HOPELCHEN;22;Peninsular;PDBT;41.06;3.757
2022;ENERO;4;CAMPECHE;31;PALIZADA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;4;CAMPECHE;32;TENABO;22;Peninsular;PDBT;41.06;3.757
2022;ENERO;5;CHIAPAS;33;ACACOYAGUA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;34;ACALA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;35;ACAPETAHUA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;36;ALDAMA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;37;ALTAMIRANO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;38;AMATAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;39;AMATENANGO DE LA FRONTERA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;40;AMATENANGO DEL VALLE;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;41;ANGEL ALBINO CORZO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;42;ARRIAGA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;43;BEJUCAL DE OCAMPO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;44;BELLA VISTA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;45;BENEMERITO DE LAS AMERICAS;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;46;BERRIOZABAL;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;47;BOCHIL;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;48;CACAHOATAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;49;CATAZAJA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;50;CHALCHIHUITAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;51;CHAMULA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;52;CHANAL;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;53;CHAPULTENANGO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;54;CHENALHO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;55;CHIAPA DE CORZO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;56;CHIAPILLA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;57;CHICOASEN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;58;CHICOMUSELO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;59;CHILON;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;60;CINTALAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;61;COAPILLA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;62;COMITAN DE DOMINGUEZ;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;63;COPAINALA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;64;EL BOSQUE;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;65;EL PORVENIR;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;66;ESCUINTLA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;67;FRANCISCO LEON;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;68;FRONTERA COMALAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;69;FRONTERA HIDALGO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;70;HUEHUETAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;71;HUITIUPAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;72;HUIXTAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;73;HUIXTLA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;74;IXHUATAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;75;IXTACOMITAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;76;IXTAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;77;IXTAPANGAJOYA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;78;JIQUIPILAS;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;79;JITOTOL;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;80;JUAREZ;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;81;LA CONCORDIA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;82;LA GRANDEZA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;83;LA INDEPENDENCIA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;84;LA LIBERTAD;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;85;LA TRINITARIA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;86;LARRAINZAR;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;87;LAS MARGARITAS;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;88;LAS ROSAS;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;89;MAPASTEPEC;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;90;MARAVILLA TENEJAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;91;MARQUES DE COMILLAS;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;92;MAZAPA DE MADERO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;93;MAZATAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;94;METAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;95;MITONTIC;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;96;MONTECRISTO DE GUERRERO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;97;MOTOZINTLA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;98;NICOLAS RUIZ;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;99;OCOSINGO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;100;OCOTEPEC;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;101;OCOZOCOAUTLA DE ESPINOSA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;102;OSTUACAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;103;OSUMACINTA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;104;OXCHUC;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;105;PALENQUE;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;106;PANTELHO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;107;PANTEPEC;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;108;PICHUCALCO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;109;PIJIJIAPAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;110;PUEBLO NUEVO SOLISTAHUACAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;111;RAYON;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;112;REFORMA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;113;SABANILLA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;114;SALTO DE AGUA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;115;SAN ANDRES DURAZNAL;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;116;SAN CRISTOBAL DE LAS CASAS;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;117;SAN FERNANDO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;118;SAN JUAN CANCUC;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;119;SAN LUCAS;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;120;SANTIAGO EL PINAR;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;121;SILTEPEC;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;122;SIMOJOVEL;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;123;SITALA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;124;SOCOLTENANGO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;125;SOLOSUCHIAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;126;SOYALO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;127;SUCHIAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;128;SUCHIATE;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;129;SUNUAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;130;TAPACHULA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;131;TAPALAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;132;TAPILULA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;133;TECPATAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;134;TENEJAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;135;TEOPISCA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;136;TILA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;137;TONALA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;138;TOTOLAPA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;139;TUMBALA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;140;TUXTLA CHICO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;141;TUXTLA GUTIERREZ;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;142;TUZANTAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;143;TZIMOL;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;144;UNION JUAREZ;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;145;VENUSTIANO CARRANZA;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;146;VILLA COMALTITLAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;147;VILLA CORZO;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;148;VILLAFLORES;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;149;YAJALON;23;Sureste;PDBT;58.51;3.62
2022;ENERO;5;CHIAPAS;150;ZINACANTAN;23;Sureste;PDBT;58.51;3.62
2022;ENERO;6;CHIHUAHUA;151;AHUMADA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;152;ALDAMA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;153;ALLENDE;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;154;AQUILES SERDAN;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;155;ASCENSION;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;156;BACHINIVA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;157;BALLEZA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;158;BATOPILAS;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;159;BOCOYNA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;160;BUENAVENTURA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;161;CAMARGO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;162;CARICHI;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;163;CASAS GRANDES;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;164;CHIHUAHUA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;165;CHINIPAS;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;166;CORONADO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;167;COYAME DEL SOTOL;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;168;CUAUHTEMOC;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;169;CUSIHUIRIACHI;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;170;DELICIAS;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;171;DR. BELISARIO DOMINGUEZ;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;172;EL TULE;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;173;GALEANA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;174;GOMEZ FARIAS;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;175;GRAN MORELOS;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;176;GUACHOCHI;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;177;GUADALUPE;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;178;GUADALUPE Y CALVO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;179;GUAZAPARES;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;180;GUERRERO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;181;HIDALGO DEL PARRAL;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;182;HUEJOTITAN;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;183;IGNACIO ZARAGOZA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;184;JANOS;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;185;JIMENEZ;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;186;JUAREZ;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;187;JULIMES;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;188;LA CRUZ;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;189;LOPEZ;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;190;MADERA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;191;MAGUARICHI;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;192;MANUEL BENAVIDES;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;193;MATACHI;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;194;MATAMOROS;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;195;MEOQUI;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;196;MORELOS;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;197;MORIS;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;198;NAMIQUIPA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;199;NONOAVA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;200;NUEVO CASAS GRANDES;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;201;OCAMPO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;202;OJINAGA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;203;PRAXEDIS G. GUERRERO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;204;RIVA PALACIO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;205;ROSALES;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;206;ROSARIO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;207;SAN FRANCISCO DE BORJA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;208;SAN FRANCISCO DE CONCHOS;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;209;SAN FRANCISCO DEL ORO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;210;SANTA BARBARA;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;211;SANTA ISABEL;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;212;SATEVO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;213;SAUCILLO;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;214;TEMOSACHIC;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;215;URIQUE;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;216;URUACHI;20;Norte;PDBT;57.54;3.518
2022;ENERO;6;CHIHUAHUA;217;VALLE DE ZARAGOZA;20;Norte;PDBT;57.54;3.518
2022;ENERO;9;CIUDAD DE MÉXICO;266;ALVARO OBREGON;28;Valle de México Norte;PDBT;66.81;3.464
2022;ENERO;9;CIUDAD DE MÉXICO;266;ALVARO OBREGON;28;Valle de México Centro;PDBT;50.59;3.409
2022;ENERO;9;CIUDAD DE MÉXICO;266;ALVARO OBREGON;28;Valle de México Sur;PDBT;58.66;3.481
2022;ENERO;9;CIUDAD DE MÉXICO;267;AZCAPOTZALCO;27;Valle de México Norte;PDBT;66.81;3.464
2022;ENERO;9;CIUDAD DE MÉXICO;267;AZCAPOTZALCO;27;Valle de México Centro;PDBT;50.59;3.409
2022;ENERO;9;CIUDAD DE MÉXICO;268;BENITO JUAREZ;24;Valle de México Centro;PDBT;50.59;3.409
2022;ENERO;9;CIUDAD DE MÉXICO;269;COYOACAN;29;Valle de México Sur;PDBT;58.66;3.481
2022;ENERO;9;CIUDAD DE MÉXICO;270;CUAJIMALPA DE MORELOS;25;Valle de México Centro;PDBT;50.59;3.409
2022;ENERO;9;CIUDAD DE MÉXICO;270;CUAJIMALPA DE MORELOS;25;Valle de México Sur;PDBT;58.66;3.481
2022;ENERO;9;CIUDAD DE MÉXICO;271;CUAUHTEMOC;24;Valle de México Centro;PDBT;50.59;3.409
2022;ENERO;9;CIUDAD DE MÉXICO;272;GUSTAVO A. MADERO;27;Valle de México Norte;PDBT;66.81;3.464
2022;ENERO;9;CIUDAD DE MÉXICO;272;GUSTAVO A. MADERO;27;Valle de México Centro;PDBT;50.59;3.409
2022;ENERO;9;CIUDAD DE MÉXICO;273;IZTACALCO;24;Valle de México Centro;PDBT;50.59;3.409
2022;ENERO;9;CIUDAD DE MÉXICO;274;IZTAPALAPA;25;Valle de México Centro;PDBT;50.59;3.409
2022;ENERO;9;CIUDAD DE MÉXICO;274;IZTAPALAPA;25;Valle de México Sur;PDBT;58.66;3.481
2022;ENERO;9;CIUDAD DE MÉXICO;275;LA MAGDALENA CONTRERAS;29;Valle de México Sur;PDBT;58.66;3.481
2022;ENERO;9;CIUDAD DE MÉXICO;276;MIGUEL HIDALGO;27;Valle de México Norte;PDBT;66.81;3.464
2022;ENERO;9;CIUDAD DE MÉXICO;276;MIGUEL HIDALGO;27;Valle de México Centro;PDBT;50.59;3.409
2022;ENERO;9;CIUDAD DE MÉXICO;277;MILPA ALTA;29;Valle de México Sur;PDBT;58.66;3.481
2022;ENERO;9;CIUDAD DE MÉXICO;278;TLAHUAC;29;Valle de México Sur;PDBT;58.66;3.481
2022;ENERO;9;CIUDAD DE MÉXICO;279;TLALPAN;29;Valle de México Sur;PDBT;58.66;3.481
2022;ENERO;9;CIUDAD DE MÉXICO;280;VENUSTIANO CARRANZA;24;Valle de México Centro;PDBT;50.59;3.409
2022;ENERO;9;CIUDAD DE MÉXICO;281;XOCHIMILCO;29;Valle de México Sur;PDBT;58.66;3.481
2022;ENERO;7;COAHUILA;218;ABASOLO;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;219;ACUNA;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;220;ALLENDE;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;221;ARTEAGA;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;222;CANDELA;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;223;CASTANOS;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;224;CUATRO CIENEGAS;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;225;ESCOBEDO;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;226;FRANCISCO I. MADERO;20;Norte;PDBT;57.54;3.518
2022;ENERO;7;COAHUILA;227;FRONTERA;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;228;GENERAL CEPEDA;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;229;GUERRERO;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;230;HIDALGO;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;231;JIMENEZ;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;232;JUAREZ;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;233;LAMADRID;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;234;MATAMOROS;20;Norte;PDBT;57.54;3.518
2022;ENERO;7;COAHUILA;235;MONCLOVA;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;236;MORELOS;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;237;MUZQUIZ;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;238;NADADORES;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;239;NAVA;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;240;OCAMPO;16;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;240;OCAMPO;16;Norte;PDBT;57.54;3.518
2022;ENERO;7;COAHUILA;241;PARRAS;6;Bajío;PDBT;27.78;3.605
2022;ENERO;7;COAHUILA;241;PARRAS;6;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;241;PARRAS;6;Norte;PDBT;57.54;3.518
2022;ENERO;7;COAHUILA;242;PIEDRAS NEGRAS;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;243;PROGRESO;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;244;RAMOS ARIZPE;15;Golfo Norte;PDBT;37.22;3.318
2022;ENERO;7;COAHUILA;245;SABINAS;15;Golfo Norte;PDBT;37.22;3.318
